Plant ID,Plant Code,Botanical Name,Common Name,Previous Name,Plant Type,Water Needs,Climate Zones,Light Needs,Soil Type,Soil Additional,Maintenance,Abcission,Height Ranges,Spread Ranges,Flower colour,Foliage Colour,Perfume,Aromatic,Edible,Bird Attracting,Bird Attractant,Bore water Tolerance,Frost Tolerance,Greywater Tolerance,Native,Butterfly Attracting,Butterfly Type,Image,Image Location,Image Owner,Herb External Have,Herb Images change to ,Notes,Why photo removed,Why plant removed,Actioned By,Date Actioned,Status
3277,PARTAG,Aristolochia acuminata,Native Dutch Man's Pipe,Aristolochia tagala,Climber,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,2 to 5m,2 to 3m,Maroon,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Yes,,Yes,images/3277_aristolochia_acuminata.jpg,Department of Environment and Resource Management,Sheldon Navie,,,,,,,Active
3278,PARTOO,Paraserianthes toona,Mackay Cedar,Albizia toona,Large Tree,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Sun,Loam,,Low,Semi-deciduous,8 to 15m,5 to 10m,Maroon,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
3279,PARSPE,Parkia speciosa,Cluster Bean Tree,,Large Tree,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Sun,Loam,,Low,Evergreen,8 to 15m,5 to 10m,Yellow,Mid green,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3279_parkia_speciosa.jpg,Arno King,,,,,,,,Active
3280,PARCER,Parmientiera cerifera,Candle Tree,,Small Tree,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Sun,"Sand,Loam",,Low,Evergreen,5 to 8m,3 to 5m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3281,PARLEN,Parodia leninghausii,Parodia,,Succulent,100 to 300mm,"Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Well drained,Low,Evergreen,0.5 to 1m,Under 0.5m,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3282,PARQUI,Parthenocissus quinquefolia,Virginia Creeper,,Climber,600 to 900mm,"Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Medium,Deciduous,5 to 8m,5 to 10m,Insignificant,Dark green and red,Unknown,Unknown,Unknown,Unknown,,Yes,Heavy,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3283,PARTRI,Parthenocissus tricuspidata,Boston Ivy,,Climber,600 to 900mm,"Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Medium,Deciduous,5 to 8m,5 to 10m,Insignificant,Dark green and red,Unknown,Unknown,Unknown,Unknown,,Unknown,Medium,Yes,No,Unknown,Unknown,No,,,,,,,,,,Active
3284,PASSEA,Paspalum vaginatum 'Sea Isle Supreme',Sea Isle Supreme Couch,,Grass,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",,High,Evergreen,Under 0.5m,1 to 2m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Yes,No,Unknown,Unknown,Yes,images/3284_paspalum_vaginatum_sea_isle_supreme.jpg,DEEDI,,,,,,,,Active
3285,PASVEL,Paspalum vaginatum 'Velvetene',Velvetene Couch,,Grass,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",,High,Evergreen,Under 0.5m,1 to 2m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Yes,No,Unknown,Unknown,Yes,images/3285_paspalum_vaginatum_velvetene.jpg,DEEDI,,,,,,,,Active
3286,PASAUR,Passiflora aurantia,Blunt Leaved Passion Vine,,Climber,900 to 1400mm,Humid Subtropical,Sun,"Sand,Loam",,Medium,Evergreen,2 to 5m,3 to 5m,Pink and red,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Yes,,Yes,images/3286_paaur.jpg,Department of Environment and Resource Management,Glenn Leiper,,,,,,,Active
3287,PASCOC,Passiflora coccinea,Red Passion Flower,,Climber,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",,Medium,Evergreen,5 to 8m,5 to 10m,Red,Mid green,Unknown,Unknown,No,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3287_pascoc_passiflora_coccinea.jpg,Department of Environment and Resource Management,Sheldon Navie,,,,,,,Active
3288,PASEDU,Passiflora edulis,Passionfruit,,"Climber,Fruit",900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",,Medium,Evergreen,5 to 8m,5 to 10m,White and lavender,Mid green,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3288_pasedu_passiflora_edulis.jpg,Department of Environment and Resource Management,Sheldon Navie,,This plant is considered a weed in some parts of Queensland. Check with your local Council before planting.,,,,,Active
3289,PASPAN,Passiflora edulis f. flavicarpa 'Panama',Panama Yellow Passionfruit,,"Climber,Fruit",900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",,Medium,Evergreen,5 to 8m,5 to 10m,White and lavender,Mid green,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3289_paspan_passiflora_edulis_yellow_fruit.jpg,Department of Environment and Resource Management,Sheldon Navie,,,,,,,Active
3290,PASLAU,Passiflora laurifolia,Water Lemon,,"Climber,Fruit",900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",,Medium,Evergreen,5 to 8m,5 to 10m,Pink and purple,Mid green,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,This plant is considered a weed in some parts of Queensland. Check with your local Council before planting.,,,,,Active
3291,PASLIG,Passiflora ligularis,Sweet Granadilla,,"Climber,Fruit",900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",,Medium,Evergreen,5 to 8m,5 to 10m,White and lavender,Mid green,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3292,PASMAL,Passiflora maliformis,Japanese Passionfruit,,"Climber,Fruit",900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",,Medium,Evergreen,5 to 8m,5 to 10m,White and lavender,Dark green,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3293,PASMOL,Passiflora mollissima,Banana Passionfruit,,"Climber,Fruit",900 to 1400mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",,Medium,Evergreen,8 to 15m,5 to 10m,Pink,Dark green,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3294,PASQUA,Passiflora quadrangularis,Granadilla,,"Climber,Fruit",900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",,Medium,Evergreen,5 to 8m,3 to 5m,Red and purple,Mid green,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,This plant is considered a weed in some parts of Queensland. Check with your local Council before planting.,,,,,Active
3295,PASSAT,Pastinaca sativa,Parsnip,,"Annual,Vegetable",2000 to 2500mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",High organic matter,High,Annual,0.5 to 1m,0.5 to 1m,Insignificant,Dark green,Unknown,Unknown,Yes,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,Yes,images/3295_pastinaca_sativa.jpg,Arno King,,,,,,,,Active
3296,PATSER,Patersonia sericea,Native Iris,,Perennial,1400 to 2000mm,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam",Well drained,Low,Evergreen,Under 0.5m,Under 0.5m,Lavender,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Medium,No,Yes,Unknown,Unknown,Yes,images/3296_patser.jpg,Department of Environment and Resource Management,Glenn Leiper,,,,,,,Active
3297,PAUSAP,Paulownia kawakamii 'Sapphire Dragon',Foxglove Tree,,Medium Tree,900 to 1400mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Deciduous,8 to 15m,5 to 10m,Lavender,Light green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Yes,No,Unknown,Unknown,No,,,,,,,,,,Active
3298,PAUTOM,Paulownia tomentosa,Foxglove Tree,,Shrub,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Deciduous,2 to 5m,5 to 10m,Lavender,Light green,Yes,Unknown,Unknown,Unknown,,Unknown,Medium,Yes,No,Unknown,Unknown,Yes,images/3298_pautom_paulownia_tomentosa.jpg,Department of Environment and Resource Management,Sheldon Navie,,This plant is considered a weed in some parts of Queensland. Check with your local Council before planting.,,,,,Active
3299,PAVAUS,Pavetta australiensis,Pavettia,,Shrub,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Low,Evergreen,2 to 5m,1 to 2m,White,Mid green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,http://www.anbg.gov.au/photo/apii/name/Pavetta+australiensis%25,National Herbarium,,,,,,,,Active
3300,PAVLAN,Pavetta lanceolata,Forest Bride's Bush,,Shrub,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Low,Evergreen,2 to 5m,1 to 2m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3300_pavetta_lanceolata.jpg,Paul Plant,,,,,,,,Active
3301,PAVNAT,Pavetta natalensis,Natal Pavettia,,Shrub,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade","Sand,Loam,Clay",,Low,Evergreen,2 to 5m,1 to 2m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3301_pavetta_natalensis.jpg,Paul Plant,,,,,,,,Active
3302,PAVGLE,Pavonia x gledhillii,Pavonia,Pavonia multifida,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Medium,Evergreen,1 to 2m,1 to 2m,red,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3302_pavonia_x_gledhillii.jpg,Paul Plant,,,,,,,,Active
3303,PEDPEA,Pedilanthus tithymaloides 'Peacock',Peacock Jacob's Ladder,,Succulent,600 to 900mm,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",Well drained,Low,Semi-deciduous,1 to 2m,1 to 2m,Pink,Light green and yellow,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3304,PEDTIT,Pedilanthus tithymaloides 'Variegata',Jacob's Ladder,,Succulent,600 to 900mm,"Humid Tropical,Dry Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",Well drained,Low,Semi-deciduous,1 to 2m,1 to 2m,Pink,Light green and red,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3305,PELHEN,Pelagodoxa henryana,Pelagodoxa Palm,,Palms and Cycads,1400 to 2000mm,Humid Tropical,Semi-shade,Loam,High organic matter,Low,Evergreen,5 to 8m,3 to 5m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3306,PELCRI,Pelargonium crispum,Lemon Scented Geranium,,"Herb,Perennial",600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Well drained,Medium,Evergreen,0.5 to 1m,1 to 2m,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Yes,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3307,PELDOM,Pelargonium domesticum,Geranium,,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Well drained,Medium,Evergreen,0.5 to 1m,0.5 to 1m,Pink and white,Mid green,Unknown,Unknown,Unknown,Unknown,,Yes,Medium,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3308,PELPIN,Pelargonium peltatum 'Pink',Pink Ivy Geranium,,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Well drained,Medium,Evergreen,Under 0.5m,1 to 2m,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Yes,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3309,PELPUR,Pelargonium peltatum 'Purple',Purple Ivy Geranium,,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Well drained,Medium,Evergreen,Under 0.5m,1 to 2m,Purple,Mid green,Unknown,Unknown,Unknown,Unknown,,Yes,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3310,PELTRO,Pelargonium peltatum 'Trophy',Ivy Geranium,,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Well drained,Medium,Evergreen,Under 0.5m,1 to 2m,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Yes,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3311,PELVIC,Pelargonium peltatum 'Victorville',Ivy Geranium,,Perennial,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",Well drained,Medium,Evergreen,Under 0.5m,1 to 2m,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Yes,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3312,PELFAL,Pellaea falcata,Sickle Fern,,Fern,900 to 1400mm,"Humid Subtropical,Temperate",Semi-shade,Loam,,Low,Evergreen,Under 0.5m,0.5 to 1m,None,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Medium,No,Yes,Unknown,Unknown,Yes,images3312_pelfal.jpg,Department of Environment and Resource Management,Garry Sankowsky,,,,,,,Active
3313,PELROT,Pellaea rotundifolia,Money Fern,,Fern,900 to 1400mm,"Humid Subtropical,Temperate",Semi-shade,"Sand,Loam",,Low,Evergreen,Under 0.5m,Under 0.5m,None,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,Yes,images/3313_pellaea_rotundifolia.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
3314,PELVIR,Pellaea viridis var. macrophylla,Cliff Brake Fern,,Fern,600 to 900mm,"Humid Subtropical,Temperate",Semi-shade,Loam,,Low,Evergreen,Under 0.5m,0.5 to 1m,None,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,No,No,Unknown,Unknown,Yes,images/3314_pellaea_viridis_var_macrophylla.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
3315,PELPUB,Petalostigma pubescens,Qunine Tree,,Small Tree,600 to 900mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical",Sun,"Sand,Loam,Clay",,Medium,Evergreen,2 to 5m,3 to 5m,Insignificant,Light green,Unknown,Unknown,Unknown,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,http://www.anbg.gov.au/photo/apii/name/Petalostigma+pubescens%25,National Herbarium,,,,,,,,Active
3316,PELAFR,Peltophorum africanum,African Yellow Poinciana,,Tree,600 to 900mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",,Low,Evergreen,8 to 15m,5 to 10m,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3317,PELDUB,Peltophorum dubium,Brazilian Yellow Poinciana,,Tree,600 to 900mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",,Low,Evergreen,8 to 15m,5 to 10m,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3317_peltophorum_dubium.jpg,Paul Plant,,,,,,,,Active
3318,PELPTE,Peltophorum pterocarpum,Yellow Poinciana,,Tree,600 to 900mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",,Low,Semi-deciduous,8 to 15m,5 to 10m,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3318_pelpte_peltophorum_pterocarpum.jpg,Department of Environment and Resource Management,Sheldon Navie,,,,,,,Active
3319,PENRUB,Pennisetum advena 'Rubra',Bronze Foxtail Grass,,Grass,300 to 600mm,"Humid Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Low,Evergreen,1 to 2m,1 to 2m,Pink,Bronze,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3320,PENDWA,Pennisetum advena 'Dwarf',Dwarf Bronze Foxtail Grass,,Grass,600 to 900mm,"Humid Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Low,Evergreen,0.5 to 1m,0.5 to 1m,Pink,Bronze,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3321,PENALO,Pennisetum alopecuroides,Foxtail Grass,,Grass,600 to 900mm,"Humid Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,1 to 2m,1 to 2m,Lavender,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
3322,PENBLA,Pennisetum alopecuroides 'Black Lea',Black Foxtail Grass,,Grass,600 to 900mm,"Humid Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,0.5 to 1m,1 to 2m,Lavender,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
3323,PENCRE,Pennisetum alopecuroides 'Cream Lea',Cream Foxtail Grass,,Grass,600 to 900mm,"Humid Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,1 to 2m,1 to 2m,Lavender,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
3324,PENNAF,Pennisetum alopecuroides 'Nafray',Narrow Leaf Foxtail Grass,,Grass,600 to 900mm,"Humid Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,1 to 2m,1 to 2m,Lavender,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Unknown,Yes,Unknown,Unknown,Yes,images/3324_pennisetum_nafray.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
3326,PENPUR,Pennisetum alopecuroides 'Purple Leaf',Purple Foxtail Grass,,Grass,600 to 900mm,"Humid Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,1 to 2m,1 to 2m,Lavender,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
3327,PENKAN,Pennisetum alopecuroides 'Kang-net',Dwarf Foxtail Grass,,Grass,600 to 900mm,"Humid Subtropical,Temperate",Sun,"Sand,Loam,Clay",,Medium,Evergreen,1 to 2m,1 to 2m,Lavender,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
3328,PENMAC,Pennisetum macrostachys 'Atropurpureum',Giant Purple Grass,,Grass,600 to 900mm,Humid Subtropical,Sun,"Sand,Loam,Clay",,Medium,Evergreen,2 to 5m,2 to 3m,Pink,Bronze,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3329,PENLUT,Pentalinon luteum,Sundial Mandevilla,,Climber,900 to 1400mm,"Humid Tropical,Humid Subtropical",Sun,"Sand,Loam",,Medium,Evergreen,2 to 5m,2 to 3m,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3330,PENCOC,Pentas coccinea,Red Pentas,,Perennial,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",,Medium,Evergreen,0.5 to 1m,0.5 to 1m,Red,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Yes,,Yes,images/3330_pentas_coccinea.jpg,Department of Environment and Resource Management,DERM,,,,,,,Active
3331,PENLAN,Pentas lanceolata,Pink Pentas,,Perennial,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",,Medium,Evergreen,0.5 to 1m,0.5 to 1m,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Yes,,Yes,images/3331_pentas_lanceolata.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
3332,PENBUD,Pentas lanceolata 'Buderim Blue',Buderim Blue Pentas,,Perennial,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",,Medium,Evergreen,0.5 to 1m,Under 0.5m,Blue,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Yes,,Yes,images/3332_pentas_lanceolata_buderim_blue.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
3333,PENCAN,Pentas lanceolata 'Candy Stripe',Pink Stripe Pentas,,Perennial,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",,Medium,Evergreen,0.5 to 1m,0.5 to 1m,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Yes,,No,,,,,,,,,,Active
3334,PENWHI,Pentas lanceolata 'White',White Pentas,,Perennial,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam,Clay",,Medium,Evergreen,0.5 to 1m,0.5 to 1m,White,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Yes,,Yes,images/3334_pentas_lanceolata_white.jpg,Paul Plant,,,,,,,,Active
3335,PEPARG,Peperomia argyreia,Watermelon Peperomia,,Perennial,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",,Low,Evergreen,Under 0.5m,Under 0.5m,Insignificant,Silver and dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/3335_peperomia_argyreia.jpg,Paul Plant,,,,,,,,Active
3336,PEPFLO,Peperomia blanda var. floribunda,Native Peperomia,,Perennial,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",,Low,Evergreen,Under 0.5m,Under 0.5m,Insignificant,Mid green and dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3337,PEPCAP,Peperomia caperata,Peperomia,,Perennial,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",,Low,Evergreen,Under 0.5m,Under 0.5m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3338,PEPCLU,Peperomia clusiifolia,Clusia Leaved Peperomia,,Perennial,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",,Low,Evergreen,Under 0.5m,Under 0.5m,Insignificant,Grey-green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3339,PEPJEL,Peperomia clusiifolia 'Jeli',Jellybean Peperomia,,Perennial,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",,Low,Evergreen,Under 0.5m,Under 0.5m,Insignificant,"Green, yellow and red",Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3340,PEPFRA,Peperomia fraseri,Flowering Peperomia,,Perennial,900 to 1400mm,"Humid Tropical,Humid Subtropical","Shade,Semi-shade","Sand,Loam",,Low,Evergreen,Under 0.5m,Under 0.5m,White,Dark green,Unknown,Unknown,No,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3341,PEPGLA,Peperomia glabella,Ivy Leaved Peperomia,,Perennial,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",,Low,Evergreen,Under 0.5m,Under 0.5m,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3342,PEPVAR,Peperomia glabella 'Variegata',Ivy Leaved Peperomia,,Perennial,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",,Low,Evergreen,Under 0.5m,Under 0.5m,Insignificant,Grey-green and yellow,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3343,PEPGRI,Peperomia griseoargentea,Peperomia,,Perennial,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",,Low,Evergreen,Under 0.5m,Under 0.5m,Insignificant,Grey-green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3344,PEPHOF,Peperomia hoffmannii,Peperomia,,Perennial,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",,Low,Evergreen,Under 0.5m,Under 0.5m,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
3345,PEPINC,Peperomia incana,Silver Leaved Peperomia,,Perennial,600 to 900mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Sand,Loam",,Low,Evergreen,Under 0.5m,Under 0.5m,Insignificant,Grey-green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
